0.0,0.8973840250659326,1.0562850813270162,0.05364691280021045,0.06158756900223485,0.04400895199394514,0.23658544223796701
0.04,0.9014110882873323,1.0582679486036128,0.07003622465989606,0.13441010598109354,0.03464655621044279,0.5649896382944861
0.08,0.9085338506670712,1.0563362386609594,0.10210430768141639,0.21944317976114053,-0.15315883160522956,1.0157304874109676
0.12,0.9192481003148598,1.0431542402886143,0.15122617668999058,0.3123075235527673,-0.5132212997640392,1.4037858448487999
0.16,0.933475475579966,1.0135055584437136,0.2125020284091448,0.3893042533849008,-0.9493689424462621,1.6156977516727162
0.2,0.9500999919771628,0.9652204983768934,0.27981698815539807,0.43318239586859913,-1.4309487528726312,1.7248145747431005
0.24,0.967516549696895,0.9051794061432243,0.343585518969756,0.43565134386578735,-1.5500887252080022,1.4633308826879365
0.28,0.9848615191990248,0.8410971692072352,0.3964310060984788,0.4307124352784825,-1.6480486840782134,1.1935199964162313
0.32,1.0018623895720977,0.7732326559267809,0.4386137531318955,0.4187181747652832,-1.7395245632028449,0.9297206000804453
0.36,1.018011341859929,0.7007472519158783,0.47203055262149685,0.38935309527062617,-1.8665086152321884,0.7410703671919576
0.4,1.0326913215373275,0.6241846357849523,0.4976514189510594,0.3423151414478347,-1.9521026886968154,0.551723392489236
0.44,1.0433450902515806,0.5431161449236769,0.5213106468853683,0.19020363737049384,-2.0859959441338316,0.6415809388152577
0.48,1.0475982090658702,0.45805173428769486,0.549267274933663,0.0389255609074972,-2.154886722078963,0.7293889448974765
0.52,1.044632679555574,0.36970806717898635,0.5860020575984153,-0.1692675212002121,-2.259004182761358,1.0856463184376863
0.56,1.035118042159843,0.27749082196152536,0.6333906543943078,-0.2850187739369657,-2.3426561007626083,1.2362785826848717
0.6,1.0225946379910158,0.1825090457040481,0.6827192306365893,-0.33056445929141054,-2.3997561371592604,1.2126869883935432
0.64,1.0091315237275267,0.0857110401710156,0.7293692204293357,-0.3371449628725133,-2.434650510584382,1.1185584841810026
0.68,0.9959930349095714,-0.011975456532696556,0.7718048884225904,-0.31678960861622935,-2.444471045708642,1.0087246648160615
0.72,0.9841491681038519,-0.10940013863092338,0.8099669377581268,-0.27411847037217696,-2.42177130109085,0.9065723860045978
0.76,0.9744151994414594,-0.20509423231793364,0.8443093472765419,-0.2129639395790197,-2.3589159315357833,0.816856763203936
0.8,0.967422475378401,-0.2973529471918413,0.8752433716856844,-0.1387535906258223,-2.2519747859248676,0.734578080413631
0.84,0.9635486283120672,-0.38442269698318154,0.9029087031568966,-0.058637045389683784,-2.1023035407151878,0.6522047714769719
0.88,0.9628590142310864,-0.464717463797453,0.9271717067523386,0.019199925970867872,-1.916491933309296,0.564180187981116
0.92,0.9650944023833504,-0.5369995003347161,0.9477745835440177,0.08692238653535114,-1.7048470123967057,0.4698930802035313
0.96,0.9697134568798258,-0.6004849998895498,0.9645552709202309,0.13836869901028362,-1.4794210807108144,0.37439083957835384
1.0,0.9759820710436369,-0.6548779688526519,0.977645843291449,0.17004638717061105,-1.2522254614274535,0.28660348210793624
1.04,0.9830862612677089,-0.7003429816624044,0.987544409949532,0.18126564166294662,-1.0343477312013862,0.21515213159686164
1.08,0.9902367688898177,-0.7374719719649946,0.9950169988075441,0.1737690029485276,-0.8360644224485537,0.1645667251424256
1.12,0.996757095597537,-0.7672379566149107,1.0008984226643587,0.15125041383536156,-0.6660035484138415,0.13407324149881292
1.16,1.0021468515056908,-0.7908999056566673,1.0059041598133642,0.11862207624310576,-0.5298182241748166,0.11904124017098192
1.2,1.0061104018529121,-0.8098660894466303,1.0105253434984283,0.08100794227417267,-0.42942826978396625,0.1133563451226162
1.24,1.008545992574973,-0.8255450763119301,1.0150140699070684,0.04292580246380805,-0.3632302913226547,0.1114092844497327
1.28,1.0095132524354162,-0.8392224917885047,1.01942901781526,0.007944264911965614,-0.32697663131050037,0.10916616728234904
1.32,1.0091930103378526,-0.8519757335416777,1.0237068735917472,-0.02139212547161386,-0.3147429517556652,0.10446927235392506
1.36,1.0078470593784021,-0.8646257856924613,1.0277348348557378,-0.04352023650767462,-0.3198189254019783,0.09685609751410537
1.4,1.0057806722515992,-0.8777215816420075,1.031408156375562,-0.05776207467879504,-0.335382148777307,0.08703615228768415
1.44,1.0033097761342034,-0.8915456915008817,1.0346653807161317,-0.06420898567075507,-0.3550409332535116,0.07632884759805343
1.48,1.000732623106915,-0.9061445798971091,1.0374990038477627,-0.06359425843891188,-0.3733800460150853,0.06602186166402872
1.52,0.998307610959718,-0.9213728421411634,1.0399447005687419,-0.057125725793654124,-0.3861957489510761,0.056963439220078356
1.56,0.9962378678346867,-0.9369451060784312,1.0420600670116484,-0.04631539670328309,-0.3906400405799712,0.049430413934204304
1.6,0.99466267074763,-0.9524911383049257,1.0439033166422897,-0.03280735532341321,-0.3852426917517606,0.04323243553298804
1.64,0.9936558440052772,-0.9676093299817476,1.045519404969033,-0.01821432391077491,-0.36981541877653634,0.037946728600548665
1.68,0.9932289544451952,-0.9819141432822619,1.0469350864574511,-0.004016089397861907,-0.34525770020974494,0.03312623372085767
1.72,0.9933399050642631,-0.9950743803218157,1.0481624027496728,0.008584049767041704,-0.3132975467832913,0.028489618400371397
1.76,0.9939052801966429,-1.0068401105379918,1.0492064955732132,0.018713231965803837,-0.27619340815536864,0.023964133674878454
1.8,0.994814180953666,-1.017057625793421,1.050073514614041,0.02585338033988589,-0.23643877993821721,0.019652781498584803
